Year,Site,Annual Mean NO2 concentration (ug/m3),95% confidence interval for 'All sites' (+/-),Annual data capture (%)
1999,Camden Kerbside,65.5602409638554,,96.6438356164384
2000,Camden Kerbside,63.1177028951115,,95.9471766848816
2001,Camden Kerbside,65.9792411486564,,98.9840182648402
2002,Camden Kerbside,64.3009446693657,,8.45890410958904
2003,Camden Kerbside,65.3378696676263,,43.6187214611872
2004,Camden Kerbside,69.705031810295,,39.3670309653916
2005,Camden Kerbside,75.9257912457912,,84.7602739726027
2006,Camden Kerbside,71.6317153628652,,96.8949771689498
2007,Camden Kerbside,77.4729555320896,,97.2945205479452
2008,Camden Kerbside,75.704040771751,,93.818306010929
2009,Camden Kerbside,84.6779661016949,,74.0867579908676
2010,Camden Kerbside,82.0363586282881,,82.8881278538813
2011,Camden Kerbside,71.7057102738123,,97.5570776255708
2012,Camden Kerbside,70.7484313957618,,96.1634790528233
2013,Camden Kerbside,70.5973263080628,,99.5319634703196
2014,Camden Kerbside,65.6036675739849,,99.5205479452055
2015,Camden Kerbside,60.8376509020915,,99.337899543379
2016,Camden Kerbside,65.8790524948548,,99.5673952641166
2017,Camden Kerbside,52.7432092788521,,91.4954337899543
2018,Camden Kerbside,53.71729037015,,95.9132420091324
2019,Camden Kerbside,42.7928041673399,,98.9155251141552
2014,Hafod-yr-ynys Roadside,77.6634706796116,,21.1643835616438
2015,Hafod-yr-ynys Roadside,68.4985099029687,,98.824200913242
2016,Hafod-yr-ynys Roadside,69.4254755315513,,93.2718579234973
2017,Hafod-yr-ynys Roadside,70.1243887481233,,98.8470319634703
2018,Hafod-yr-ynys Roadside,62.3771635184326,,98.4703196347032
2019,Hafod-yr-ynys Roadside,64.0163255517042,,98.8013698630137
1999,Cambridge Roadside,42.3679849340866,,30.3082191780822
2000,Cambridge Roadside,40.85386399707,,93.2490892531876
2001,Cambridge Roadside,39.4892069450962,,97.3059360730594
2002,Cambridge Roadside,42.6758135016999,,94.0182648401827
2003,Cambridge Roadside,46.4568469505178,,89.2808219178082
2004,Cambridge Roadside,42.0035385704176,,96.516393442623
2005,Cambridge Roadside,44.7742241175077,,96.3698630136986
2006,Cambridge Roadside,45.0460794297352,,89.6803652968037
2007,Cambridge Roadside,41.4433352906635,,97.203196347032
2008,Cambridge Roadside,41.8898723991263,,99.0323315118397
2009,Cambridge Roadside,41.0869924457035,,96.7123287671233
2010,Cambridge Roadside,40.3829736779701,,96.2785388127854
2011,Cambridge Roadside,39.6932934131737,,95.3196347031963
2012,Cambridge Roadside,39.8692264097478,,80.3506375227687
2013,Cambridge Roadside,37.8759014115744,,98.824200913242
2014,Cambridge Roadside,38.6241137429552,,93.1735159817352
2015,Cambridge Roadside,33.929258274209,,95.2511415525114
2016,Cambridge Roadside,31.8334828951933,,91.8943533697632
2017,Cambridge Roadside,29.308023226601,,97.3287671232877
2018,Cambridge Roadside,26.3725984323759,,98.162100456621
2019,Cambridge Roadside,27.2503220021019,,86.8949771689498
2016,Cannock A5190 Roadside,26.8983373914392,,36.7030965391621
2017,Cannock A5190 Roadside,22.7050024449255,,89.6461187214612
2018,Cannock A5190 Roadside,23.8399585469954,,74.0867579908676
2019,Cannock A5190 Roadside,21.5461046234454,,99.1324200913242
2008,Carlisle Roadside,32.3999200958849,,85.4849726775956
2009,Carlisle Roadside,30.8498280473825,,89.6232876712329
2010,Carlisle Roadside,32.7915432902997,,96.3812785388128
2011,Carlisle Roadside,27.7791710205503,,98.3219178082192
2012,Carlisle Roadside,29.9068898727172,,82.2859744990892
2013,Carlisle Roadside,27.4134277897636,,99.4748858447489
2014,Carlisle Roadside,26.9200984444444,,79.1095890410959
2015,Carlisle Roadside,25.1034091463588,,80.1027397260274
2016,Carlisle Roadside,25.6191985162237,,69.8201275045537
2017,Carlisle Roadside,23.2530623541295,,96.0616438356164
2018,Carlisle Roadside,22.1403180650192,,95.1598173515982
2019,Carlisle Roadside,26.0451224466825,,96.3470319634703
2010,Chatham Roadside,38.1040494938133,,40.5936073059361
2011,Chatham Roadside,30.349965729952,,83.2762557077626
2012,Chatham Roadside,31.4980135545688,,97.4271402550091
2013,Chatham Roadside,25.6820168533939,,90.4794520547945
2014,Chatham Roadside,25.2589869065002,,96.9406392694064
2015,Chatham Roadside,23.2097084844107,,94.8287671232877
2016,Chatham Roadside,25.6699175238424,,99.077868852459
2017,Chatham Roadside,25.4360628725878,,98.1963470319635
2018,Chatham Roadside,23.3627910619878,,98.8926940639269
2019,Chatham Roadside,24.3866758173632,,98.8812785388128
2016,Christchurch Barrack Road,29.8192187144326,,33.2081056466302
2017,Christchurch Barrack Road,20.6302225031884,,98.458904109589
2018,Christchurch Barrack Road,20.062353370743,,88.4931506849315
2019,Christchurch Barrack Road,19.3532491298262,,97.865296803653
2008,Chepstow A48,40.7864830459438,,98.3720400728597
2009,Chepstow A48,38.4880529926662,,96.5068493150685
2010,Chepstow A48,38.9603799814643,,98.5388127853881
2011,Chepstow A48,40.0456594613339,,98.7557077625571
2012,Chepstow A48,41.410571024068,,72.370218579235
2013,Chepstow A48,35.7472446723748,,95.9931506849315
2014,Chepstow A48,38.8493741584529,,91.4954337899543
2015,Chepstow A48,36.790737491273,,98.1050228310502
2016,Chepstow A48,34.7549763781106,,96.5277777777778
2017,Chepstow A48,34.9544429767504,,84.9429223744292
2018,Chepstow A48,35.5813451167805,,95.3082191780822
2019,Chepstow A48,38.8645778599736,,95.0570776255708
2008,Chesterfield Roadside,21.8960528384966,,72.3929872495446
2009,Chesterfield Roadside,20.6186380772856,,96.8949771689498
2010,Chesterfield Roadside,22.849406175772,,96.1187214611872
2011,Chesterfield Roadside,23.3850793234561,,87.0662100456621
2012,Chesterfield Roadside,19.3117265041049,,92.9075591985428
2013,Chesterfield Roadside,22.4141728640716,,91.7922374429224
2014,Chesterfield Roadside,20.5820852954517,,90.6050228310502
2015,Chesterfield Roadside,19.8114511070999,,94.8630136986301
2016,Chesterfield Roadside,20.2187739177648,,93.3060109289618
2017,Chesterfield Roadside,18.0421906968186,,96.1643835616438
2018,Chesterfield Roadside,18.8890994293174,,91.8150684931507
2019,Chesterfield Roadside,17.4442696675932,,98.5616438356164
2018,Cardiff Newport Road,27.4005792298137,,73.5159817351598
2019,Cardiff Newport Road,28.9851782019875,,98.7899543378995
2017,Coventry Binley Road,31.4206300779221,,74.7146118721461
2018,Coventry Binley Road,29.4410689344546,,99.0981735159817
2019,Coventry Binley Road,30.9306320126219,,99.486301369863
1990,London Cromwell Road,79.9012253991831,,92.2260273972603
1991,London Cromwell Road,82.5554915293304,,99.0525114155251
1992,London Cromwell Road,78.4186740078,,99.2486338797814
1993,London Cromwell Road,77.0518900343643,,99.6575342465753
1994,London Cromwell Road,83.8385441527446,,95.662100456621
1995,London Cromwell Road,89.2380952380952,,92.0547945205479
1996,London Cromwell Road,92.2234759178175,,67.6001821493625
1998,London Cromwell Road 2,81.6453257790368,,60.4452054794521
1999,London Cromwell Road 2,92.5170454545455,,98.4474885844749
2000,London Cromwell Road 2,88.2220734972013,,93.5564663023679
2001,London Cromwell Road 2,76.0199504190768,,96.7009132420091
2002,London Cromwell Road 2,72.0699376199616,,95.1598173515982
2003,London Cromwell Road 2,75.4087573385519,,93.3333333333333
2004,London Cromwell Road 2,80.2440908566817,,98.7363387978142
2005,London Cromwell Road 2,78.904628501827,,93.7214611872146
2006,London Cromwell Road 2,83.0851037083595,,90.810502283105
2007,London Cromwell Road 2,71.5792682926829,,95.4794520547945
2008,London Cromwell Road 2,67.2612194789251,,83.4585610200364
2009,London Cromwell Road 2,71.8128292939937,,86.6666666666667
2010,London Cromwell Road 2,74.589696869306,,68.9155251141552
2011,London Cromwell Road 2,66.348367029549,,95.4223744292238
2012,London Cromwell Road 2,67.6519756838906,,67.4180327868852
2014,Shaw Crompton Way,31.9741265996042,,69.2237442922374
2015,Shaw Crompton Way,33.113354039811,,79.7146118721461
2016,Shaw Crompton Way,33.4558218835817,,97.0059198542805
2017,Shaw Crompton Way,32.4375862283537,,98.8812785388128
2018,Shaw Crompton Way,28.4249667946558,,94.8401826484018
2019,Shaw Crompton Way,30.3119754090691,,95.1598173515982
2015,Doncaster A630 Cleveland Street,27.2760724405286,,64.7831050228311
2016,Doncaster A630 Cleveland Street,29.3438276403076,,99.1917122040073
2017,Doncaster A630 Cleveland Street,25.7062944858523,,99.2465753424657
2018,Doncaster A630 Cleveland Street,28.8976583015179,,99.2694063926941
2019,Doncaster A630 Cleveland Street,30.1053358412957,,97.9680365296804
2017,Derby St Alkmund's Way,36.861728159883,,93.675799086758
2018,Derby St Alkmund's Way,36.0529064612918,,99.6803652968037
2019,Derby St Alkmund's Way,35.0113039503149,,97.8767123287671
2010,Dumbarton Roadside,31.6749914471433,,33.3675799086758
2011,Dumbarton Roadside,18.826651349799,,99.3721461187215
2012,Dumbarton Roadside,27.3309441423628,,46.0610200364299
2013,Dumbarton Roadside,19.4781230020406,,95.1027397260274
2014,Dumbarton Roadside,16.5550280799243,,96.5525114155251
2015,Dumbarton Roadside,17.128875659838,,95.8447488584475
2016,Dumbarton Roadside,20.7696781773667,,83.6976320582878
2017,Dumbarton Roadside,20.4828556546001,,79.7831050228311
2018,Dumbarton Roadside,17.7231581899004,,96.3013698630137
2019,Dumbarton Roadside,17.9042313212861,,97.2831050228311
2001,Dumfries,37.8373233342948,,79.1552511415525
2002,Dumfries,37.9833173307729,,95.1141552511416
2003,Dumfries,37.6074177746676,,97.8767123287671
2004,Dumfries,37.2497938022859,,96.6188524590164
2005,Dumfries,35.9353925960858,,96.8264840182648
2006,Dumfries,37.4972756992372,,94.2808219178082
2007,Dumfries,38.2571131158917,,98.6986301369863
2008,Dumfries,37.2935768863419,,95.3551912568306
2009,Dumfries,34.9772059851769,,81.6324200913242
2010,Dumfries,39.9404802941514,,99.3493150684932
2011,Dumfries,31.5122232472325,,98.9954337899543
2012,Dumfries,33.1354456824513,,98.0874316939891
2013,Dumfries,30.1054205399468,,98.7328767123288
2014,Dumfries,30.4930435249971,,98.8698630136986
2015,Dumfries,30.1425683134921,,97.8082191780822
2016,Dumfries,30.9278629747137,,95.4462659380692
2017,Dumfries,30.2815587602922,,98.4360730593607
2018,Dumfries,29.5424110711825,,99.4292237442922
2019,Dumfries,31.129392346176,,99.2579908675799
2009,Stockton-on-Tees Eaglescliffe,17.7910723718965,,86.4383561643836
2010,Stockton-on-Tees Eaglescliffe,21.1248554913295,,98.7442922374429
2011,Stockton-on-Tees Eaglescliffe,18.4098077587199,,99.1666666666667
2012,Stockton-on-Tees Eaglescliffe,17.5324768022841,,95.6967213114754
2013,Stockton-on-Tees Eaglescliffe,16.1149363374631,,96.7465753424657
2014,Stockton-on-Tees Eaglescliffe,16.258288450915,,99.189497716895
2015,Stockton-on-Tees Eaglescliffe,14.2561924285218,,98.6187214611872
2016,Stockton-on-Tees Eaglescliffe,15.4639827295801,,98.6794171220401
2017,Stockton-on-Tees Eaglescliffe,11.9412486999192,,98.8698630136986
2018,Stockton-on-Tees Eaglescliffe,13.9351918748543,,97.9680365296804
2019,Stockton-on-Tees Eaglescliffe,12.4588071980175,,99.041095890411
2017,Edinburgh Nicolson Street,54.06975,,6.82648401826484
2018,Edinburgh Nicolson Street,50.8632408010986,,99.7488584474886
2019,Edinburgh Nicolson Street,50.3737954816856,,99.4178082191781
1996,Exeter Roadside,43.3330236878774,,49.0209471766849
1997,Exeter Roadside,44.73292813729,,95.7876712328767
1998,Exeter Roadside,38.8572590956643,,98.2077625570776
1999,Exeter Roadside,39.3685066821615,,98.2305936073059
2000,Exeter Roadside,38.1256083429896,,98.2468123861566
2001,Exeter Roadside,41.0557451649602,,90.3082191780822
2002,Exeter Roadside,37.8391043680411,,93.2990867579909
2003,Exeter Roadside,41.1000359410567,,95.2853881278539
2004,Exeter Roadside,40.135202566235,,95.8219489981785
2005,Exeter Roadside,42.9129720853859,,83.4246575342466
2006,Exeter Roadside,39.087527865775,,97.2945205479452
2007,Exeter Roadside,39.0177501152605,,99.041095890411
2008,Exeter Roadside,38.4271376433785,,87.3406193078324
2009,Exeter Roadside,39.7414942528736,,99.3150684931507
2010,Exeter Roadside,39.8766816143498,,96.7351598173516
2011,Exeter Roadside,31.7300380228137,,99.0753424657534
2012,Exeter Roadside,32.812969924812,,96.9034608378871
2013,Exeter Roadside,31.8173060190013,,98.527397260274
2014,Exeter Roadside,30.503518727672,,77.9680365296804
2015,Exeter Roadside,29.0473167960829,,99.0867579908676
2016,Exeter Roadside,30.253696481615,,94.7404371584699
2017,Exeter Roadside,27.6846654931769,,95.365296803653
2018,Exeter Roadside,29.0994695424991,,96.5639269406393
2019,Exeter Roadside,27.8974279135338,,91.0958904109589
2014,Glasgow Great Western Road,30.553627357513,,57.2831050228311
2015,Glasgow Great Western Road,31.1481251371916,,99.0182648401827
2016,Glasgow Great Western Road,32.3222845818581,,93.2490892531876
2017,Glasgow Great Western Road,31.2908799792172,,98.8698630136986
2018,Glasgow Great Western Road,29.1108805573431,,99.337899543379
2019,Glasgow Great Western Road,29.6679555289122,,91.4041095890411
2015,Glasgow High Street,32.3887717493552,,75.2397260273973
2016,Glasgow High Street,32.6831815891768,,89.6174863387978
2017,Glasgow High Street,34.8274576831846,,97.2146118721461
2018,Glasgow High Street,30.6526506056731,,98.1963470319635
2019,Glasgow High Street,29.8206370185098,,97.4429223744292
2016,Greenock A8 Roadside,26.4334815032112,,65.5851548269581
2017,Greenock A8 Roadside,27.8383820598373,,82.796803652968
2018,Greenock A8 Roadside,32.2760755867522,,99.6118721461187
2019,Greenock A8 Roadside,31.5516711257746,,99.4748858447489
1997,Glasgow Kerbside,70.2081440877056,,72.8881278538813
1998,Glasgow Kerbside,69.897381457891,,96.7808219178082
1999,Glasgow Kerbside,69.2663238459699,,95.4566210045662
2000,Glasgow Kerbside,72.3858771521638,,97.8597449908925
2001,Glasgow Kerbside,71.261874494395,,98.7785388127854
2002,Glasgow Kerbside,74.001174398121,,97.203196347032
2003,Glasgow Kerbside,75.0535631652013,,98.675799086758
2004,Glasgow Kerbside,68.0327363302099,,95.9813296903461
2005,Glasgow Kerbside,62.4347270615563,,98.2876712328767
2006,Glasgow Kerbside,68.3702652683529,,92.5228310502283
2007,Glasgow Kerbside,70.2777294745994,,91.9063926940639
2008,Glasgow Kerbside,82.2111831053516,,94.8770491803279
2009,Glasgow Kerbside,78.3228049499116,,96.8607305936073
2010,Glasgow Kerbside,83.9701070966223,,96.9977168949772
2011,Glasgow Kerbside,72.4948237757357,,98.1392694063927
2012,Glasgow Kerbside,72.277680798005,,91.3023679417122
2013,Glasgow Kerbside,66.6728546734742,,96.1415525114155
2014,Glasgow Kerbside,67.692191427341,,92.7739726027397
2015,Glasgow Kerbside,60.3940869836141,,98.9269406392694
2016,Glasgow Kerbside,64.9126734991384,,99.1006375227687
2017,Glasgow Kerbside,58.5018825530198,,99.041095890411
2018,Glasgow Kerbside,60.5988159489009,,99.189497716895
2019,Glasgow Kerbside,55.6674826209537,,98.3904109589041
1996,Haringey Roadside,56.8279985283297,,61.8852459016393
1997,Haringey Roadside,59.1520833333333,,98.6301369863014
1998,Haringey Roadside,52.53865711314,,98.7785388127854
1999,Haringey Roadside,51.034749034749,,97.5684931506849
2000,Haringey Roadside,51.0983733539892,,88.1830601092896
2001,Haringey Roadside,48.1517378119897,,97.8767123287671
2002,Haringey Roadside,46.3626846574386,,98.1392694063927
2003,Haringey Roadside,52.2200441386473,,87.9337899543379
2004,Haringey Roadside,45.8700741770978,,98.224043715847
